bench_monad
66965
68158
65629
68197
68461
68293
67317
66941
65516
66286
67544
67597
68590
67833
67164
67233
67032
68202
66822
66639
67685
67302
67491
66981
68027
67625
68061
67121
66561
67853
65596
68052
66878
67376
66427
67419
66890
66082
66661
67679
67506
65526
